truckid,latitude,longitude,city
A14,34.500831,-117.185876,Apple Valley
A78,35.098865,-120.612393,Oceano
A60,34.435829,-119.827639,Goleta
A89,34.953034,-120.435719,Santa Maria
A21,32.61768,-116.187424,Jacumba
A20,38.440467,-122.714431,Santa Rosa
A74,35.098865,-120.612393,Oceano
A9,34.579434,-118.116461,Palmdale
A3,34.44805,-119.242889,Ojai
A65,38.440467,-122.714431,Santa Rosa
A30,38.440467,-122.714431,Santa Rosa
A93,38.716687,-121.364422,Antelope
A97,37.639097,-120.996878,Modesto
A46,35.373292,-119.018712,Bakersfield
A13,39.017396,-122.057748,Arbuckle
A29,34.435829,-119.827639,Goleta
A4,37.968812,-121.668008,Knightsen
A44,39.017396,-122.057748,Arbuckle
A19,38.440467,-122.714431,Santa Rosa
A24,38.130197,-121.272447,Lodi
A22,34.500831,-117.185876,Apple Valley
A91,38.440467,-122.714431,Santa Rosa
A5,38.297538,-122.286865,Napa
A76,37.77493,-122.419416,San Francisco
A48,33.683947,-117.794694,Irvine
A26,37.77493,-122.419416,San Francisco
A6,32.61768,-116.187424,Jacumba
A44,33.683947,-117.794694,Irvine
A83,37.441883,-122.143019,Palo Alto
A96,36.746842,-119.772587,Fresno
A92,38.440467,-122.714431,Santa Rosa
A87,37.441883,-122.143019,Palo Alto
A22,38.440467,-122.714431,Santa Rosa
A56,34.354166,-119.059271,Santa Paula
A43,37.968812,-121.668008,Knightsen
A9,41.526509,-124.038407,Klamath
A58,39.145725,-121.591355,Marysville
A32,34.579434,-118.116461,Palmdale
A49,37.77493,-122.419416,San Francisco
A46,35.373292,-119.018712,Bakersfield
A31,38.440467,-122.714431,Santa Rosa
A61,35.373292,-119.018712,Bakersfield
A77,39.145725,-121.591355,Marysville
A38,40.563763,-122.238892,Palo Cedro
A3,38.161861,-121.611621,Isleton
A66,37.968812,-121.668008,Knightsen
A96,37.484938,-119.966284,Mariposa
A41,38.440467,-122.714431,Santa Rosa
A28,37.639097,-120.996878,Modesto
A62,37.639097,-120.996878,Modesto
A88,40.563763,-122.238892,Palo Cedro
A20,34.106676,-117.806726,San Dimas
A61,35.373292,-119.018712,Bakersfield
A68,37.77493,-122.419416,San Francisco
A16,37.962146,-122.345526,San Pablo
A28,33.846404,-118.046731,La Palma
A58,38.440467,-122.714431,Santa Rosa
A64,34.020011,-117.949508,La Puente
A75,38.805462,-123.017223,Cloverdale
A24,38.297538,-122.286865,Napa
A74,37.639097,-120.996878,Modesto
A71,33.683947,-117.794694,Irvine
A58,39.409608,-123.355566,Willits
A55,37.005782,-121.568275,Gilroy
A12,37.962146,-122.345526,San Pablo
A5,34.579434,-118.116461,Palmdale
A91,33.743076,-117.109197,Homeland
A58,38.716687,-121.364422,Antelope
A18,40.761243,-123.994778,Kneeland
A99,37.77493,-122.419416,San Francisco
A37,39.409608,-123.355566,Willits
A3,36.471865,-6.196595,San Fernando
A93,35.098865,-120.612393,Oceano
A46,32.715329,-117.157255,San Diego
A79,37.441883,-122.143019,Palo Alto
A88,32.715329,-117.157255,San Diego
A58,34.953034,-120.435719,Santa Maria
A29,37.941325,-122.484704,San Quentin
A27,39.409608,-123.355566,Willits
A18,40.761243,-123.994778,Kneeland
A46,34.500831,-117.185876,Apple Valley
A41,38.161861,-121.611621,Isleton
A45,38.440467,-122.714431,Santa Rosa
A20,37.968812,-121.668008,Knightsen
A37,37.941325,-122.484704,San Quentin
A57,33.663357,-116.310009,La Quinta
A50,38.40765,-122.947713,Occidental
A37,37.957702,-121.29078,Stockton
A95,37.77493,-122.419416,San Francisco
A83,34.020011,-117.949508,La Puente
A34,40.563763,-122.238892,Palo Cedro
A84,33.663357,-116.310009,La Quinta
A57,35.373292,-119.018712,Bakersfield
A75,38.805462,-123.017223,Cloverdale
A73,35.373292,-119.018712,Bakersfield
A66,36.977173,-121.899402,Aptos
A80,38.019366,-122.134132,Martinez
A78,34.579434,-118.116461,Palmdale
A45,40.58654,-122.391675,Redding
A11,36.471865,-6.196595,San Fernando
A11,36.977173,-121.899402,Aptos
A10,37.441883,-122.143019,Palo Alto
A30,33.663357,-116.310009,La Quinta
A54,34.136119,-117.865339,Glendora
A29,37.441883,-122.143019,Palo Alto
A58,35.373292,-119.018712,Bakersfield
A98,36.471865,-6.196595,San Fernando
A79,33.683947,-117.794694,Irvine
A65,34.500831,-117.185876,Apple Valley
A57,36.471865,-6.196595,San Fernando
A87,37.441883,-122.143019,Palo Alto
A88,40.563763,-122.238892,Palo Cedro
A22,37.957702,-121.29078,Stockton
A38,33.663357,-116.310009,La Quinta
A36,34.019454,-118.491191,Santa Monica
A90,34.019454,-118.491191,Santa Monica
A59,32.715329,-117.157255,San Diego
A38,40.563763,-122.238892,Palo Cedro
A69,36.977173,-121.899402,Aptos
A87,37.441883,-122.143019,Palo Alto
A70,38.440467,-122.714431,Santa Rosa
A68,39.409608,-123.355566,Willits
A28,39.017396,-122.057748,Arbuckle
A34,36.471865,-6.196595,San Fernando
A96,39.409608,-123.355566,Willits
A29,34.500831,-117.185876,Apple Valley
A26,38.161861,-121.611621,Isleton
A7,38.440467,-122.714431,Santa Rosa
A59,39.409608,-123.355566,Willits
A31,38.716687,-121.364422,Antelope
A60,37.957702,-121.29078,Stockton
A45,38.161861,-121.611621,Isleton
A65,36.977173,-121.899402,Aptos
A100,35.373292,-119.018712,Bakersfield
A7,34.500831,-117.185876,Apple Valley
A36,38.716687,-121.364422,Antelope
A34,38.440467,-122.714431,Santa Rosa
A30,38.440467,-122.714431,Santa Rosa
A51,38.693723,-119.779683,Markleeville
A34,34.500831,-117.185876,Apple Valley
A21,39.409608,-123.355566,Willits
A47,39.017396,-122.057748,Arbuckle
A44,32.61768,-116.187424,Jacumba
A26,40.58654,-122.391675,Redding
A27,39.145725,-121.591355,Marysville
A39,39.409608,-123.355566,Willits
A93,36.977173,-121.899402,Aptos
A20,37.005782,-121.568275,Gilroy
A58,39.017396,-122.057748,Arbuckle
A89,37.639097,-120.996878,Modesto
A45,38.161861,-121.611621,Isleton
A88,34.500831,-117.185876,Apple Valley
A11,39.409608,-123.355566,Willits
A41,33.743076,-117.109197,Homeland
A48,39.017396,-122.057748,Arbuckle
A78,38.693723,-119.779683,Markleeville
A99,38.161861,-121.611621,Isleton
A52,38.36408,-122.524149,Glen Ellen
A41,39.409608,-123.355566,Willits
A20,37.005782,-121.568275,Gilroy
A99,37.957702,-121.29078,Stockton
A68,37.77493,-122.419416,San Francisco
A100,32.715329,-117.157255,San Diego
A99,38.440467,-122.714431,Santa Rosa
A30,40.563763,-122.238892,Palo Cedro
A74,36.977173,-121.899402,Aptos
A29,32.61768,-116.187424,Jacumba
A100,37.484938,-119.966284,Mariposa
A71,33.19587,-117.379483,Oceanside
A9,32.715329,-117.157255,San Diego
A12,37.639097,-120.996878,Modesto
A64,34.500831,-117.185876,Apple Valley
A37,38.161861,-121.611621,Isleton
A37,38.161861,-121.611621,Isleton
A97,38.693723,-119.779683,Markleeville
A17,39.017396,-122.057748,Arbuckle
A50,37.484938,-119.966284,Mariposa
A24,34.579434,-118.116461,Palmdale
A46,35.373292,-119.018712,Bakersfield
A23,37.484938,-119.966284,Mariposa
A34,38.440467,-122.714431,Santa Rosa
A67,32.811161,-115.380264,Holtville
A70,37.639097,-120.996878,Modesto
A32,37.005782,-121.568275,Gilroy
A18,37.77493,-122.419416,San Francisco
A32,34.579434,-118.116461,Palmdale
A79,37.941325,-122.484704,San Quentin
A32,38.297538,-122.286865,Napa
A32,33.846404,-118.046731,La Palma
A11,40.563763,-122.238892,Palo Cedro
A71,32.61768,-116.187424,Jacumba
A15,38.440467,-122.714431,Santa Rosa
A73,35.373292,-119.018712,Bakersfield
A25,38.36408,-122.524149,Glen Ellen
A64,34.020011,-117.949508,La Puente
A65,38.440467,-122.714431,Santa Rosa
A92,32.715329,-117.157255,San Diego
A33,37.941325,-122.484704,San Quentin
A35,38.440467,-122.714431,Santa Rosa
A74,37.639097,-120.996878,Modesto
A22,34.44805,-119.242889,Ojai
A89,39.017396,-122.057748,Arbuckle
A6,37.941325,-122.484704,San Quentin
A97,37.639097,-120.996878,Modesto
A9,41.526509,-124.038407,Klamath
A71,38.440467,-122.714431,Santa Rosa
A17,32.61768,-116.187424,Jacumba
A17,38.716687,-121.364422,Antelope
A18,39.150171,-123.207783,Ukiah
A15,38.440467,-122.714431,Santa Rosa
A41,40.761243,-123.994778,Kneeland
A4,35.373292,-119.018712,Bakersfield
A61,40.563763,-122.238892,Palo Cedro
A65,32.715329,-117.157255,San Diego
A36,32.811161,-115.380264,Holtville
A30,40.563763,-122.238892,Palo Cedro
A6,38.36408,-122.524149,Glen Ellen
A4,37.77493,-122.419416,San Francisco
A52,34.106676,-117.806726,San Dimas
A2,37.941325,-122.484704,San Quentin
A76,37.77493,-122.419416,San Francisco
A11,33.663357,-116.310009,La Quinta
A85,38.716687,-121.364422,Antelope
A50,38.440467,-122.714431,Santa Rosa
A78,32.715329,-117.157255,San Diego
A54,36.746842,-119.772587,Fresno
A55,37.005782,-121.568275,Gilroy
A85,38.440467,-122.714431,Santa Rosa
A35,34.953034,-120.435719,Santa Maria
A94,38.805462,-123.017223,Cloverdale
A88,35.373292,-119.018712,Bakersfield
A81,39.409608,-123.355566,Willits
A77,38.440467,-122.714431,Santa Rosa
A92,36.977173,-121.899402,Aptos
A52,34.354166,-119.059271,Santa Paula
A61,36.977173,-121.899402,Aptos
A10,37.957702,-121.29078,Stockton
A95,38.440467,-122.714431,Santa Rosa
A40,32.811161,-115.380264,Holtville
A94,33.683947,-117.794694,Irvine
A99,34.44805,-119.242889,Ojai
A74,36.977173,-121.899402,Aptos
A54,37.77493,-122.419416,San Francisco
A32,33.846404,-118.046731,La Palma
A59,34.579434,-118.116461,Palmdale
A42,38.440467,-122.714431,Santa Rosa
A2,38.36408,-122.524149,Glen Ellen
A40,41.526509,-124.038407,Klamath
A16,37.968812,-121.668008,Knightsen
A49,40.58654,-122.391675,Redding
A74,37.005782,-121.568275,Gilroy
A24,37.005782,-121.568275,Gilroy
A55,37.005782,-121.568275,Gilroy
A38,34.500831,-117.185876,Apple Valley
A78,38.130197,-121.272447,Lodi
A46,38.40765,-122.947713,Occidental
A27,36.746842,-119.772587,Fresno
A82,33.846404,-118.046731,La Palma
A30,38.019366,-122.134132,Martinez
A79,32.61768,-116.187424,Jacumba
A82,34.579434,-118.116461,Palmdale
A44,37.957702,-121.29078,Stockton
A46,34.500831,-117.185876,Apple Valley
A23,39.145725,-121.591355,Marysville
A66,38.716687,-121.364422,Antelope
A5,37.005782,-121.568275,Gilroy
A45,34.500831,-117.185876,Apple Valley
A21,32.811161,-115.380264,Holtville
A80,38.440467,-122.714431,Santa Rosa
A89,37.962146,-122.345526,San Pablo
A70,37.639097,-120.996878,Modesto
A72,40.58654,-122.391675,Redding
A77,39.230151,-121.136075,Rough and Ready
A25,38.752124,-121.288006,Roseville
A51,36.852455,-121.401602,Hollister
A100,38.440467,-122.714431,Santa Rosa
A92,35.373292,-119.018712,Bakersfield
A36,34.019454,-118.491191,Santa Monica
A9,37.957702,-121.29078,Stockton
A33,37.441883,-122.143019,Palo Alto
A94,33.683947,-117.794694,Irvine
A62,38.716687,-121.364422,Antelope
A4,38.440467,-122.714431,Santa Rosa
A4,37.962146,-122.345526,San Pablo
A94,33.19587,-117.379483,Oceanside
A51,38.693723,-119.779683,Markleeville
A68,33.743076,-117.109197,Homeland
A65,38.440467,-122.714431,Santa Rosa
A45,38.161861,-121.611621,Isleton
A75,38.36408,-122.524149,Glen Ellen
A70,38.440467,-122.714431,Santa Rosa
A55,33.846404,-118.046731,La Palma
A59,37.957702,-121.29078,Stockton
A75,32.61768,-116.187424,Jacumba
A29,34.435829,-119.827639,Goleta
A43,38.440467,-122.714431,Santa Rosa
A45,38.440467,-122.714431,Santa Rosa
A34,36.977173,-121.899402,Aptos
A74,32.715329,-117.157255,San Diego
A27,38.440467,-122.714431,Santa Rosa
A49,34.500831,-117.185876,Apple Valley
A37,37.441883,-122.143019,Palo Alto
A10,37.441883,-122.143019,Palo Alto
A52,34.020011,-117.949508,La Puente
A99,33.743076,-117.109197,Homeland
A23,38.440467,-122.714431,Santa Rosa
A89,39.409608,-123.355566,Willits
A85,39.409608,-123.355566,Willits
A8,38.716687,-121.364422,Antelope
A50,36.977173,-121.899402,Aptos
A6,37.441883,-122.143019,Palo Alto
A59,33.683947,-117.794694,Irvine
A58,37.77493,-122.419416,San Francisco
A8,37.77493,-122.419416,San Francisco
A75,33.683947,-117.794694,Irvine
A18,38.161861,-121.611621,Isleton
A24,37.639097,-120.996878,Modesto
A54,39.145725,-121.591355,Marysville
A48,38.440467,-122.714431,Santa Rosa
A69,36.977173,-121.899402,Aptos
A11,40.563763,-122.238892,Palo Cedro
A17,38.440467,-122.714431,Santa Rosa
A79,32.61768,-116.187424,Jacumba
A51,38.130197,-121.272447,Lodi
A12,38.440467,-122.714431,Santa Rosa
A58,39.145725,-121.591355,Marysville
A53,34.500831,-117.185876,Apple Valley
A27,39.409608,-123.355566,Willits
A66,34.106676,-117.806726,San Dimas
A35,39.409608,-123.355566,Willits
A54,39.409608,-123.355566,Willits
A40,33.846404,-118.046731,La Palma
A72,38.440467,-122.714431,Santa Rosa
A72,39.150171,-123.207783,Ukiah
A18,39.150171,-123.207783,Ukiah
A90,33.683947,-117.794694,Irvine
A20,39.017396,-122.057748,Arbuckle
A86,38.130197,-121.272447,Lodi
A9,33.846404,-118.046731,La Palma
A34,38.799703,-121.720574,Knights Landing
A5,35.098865,-120.612393,Oceano
A65,35.373292,-119.018712,Bakersfield
A89,34.953034,-120.435719,Santa Maria
A22,38.440467,-122.714431,Santa Rosa
A92,40.563763,-122.238892,Palo Cedro
A79,37.441883,-122.143019,Palo Alto
A83,32.61768,-116.187424,Jacumba
A85,37.962146,-122.345526,San Pablo
A1,38.130197,-121.272447,Lodi
A67,38.130197,-121.272447,Lodi
A26,38.019366,-122.134132,Martinez
A63,38.716687,-121.364422,Antelope
A98,33.683947,-117.794694,Irvine
A98,37.957702,-121.29078,Stockton
A30,36.471865,-6.196595,San Fernando
A88,38.799703,-121.720574,Knights Landing
A75,37.941325,-122.484704,San Quentin
A26,33.743076,-117.109197,Homeland
A20,36.977173,-121.899402,Aptos
A99,39.150171,-123.207783,Ukiah
A32,34.579434,-118.116461,Palmdale
A48,33.19587,-117.379483,Oceanside
A76,34.44805,-119.242889,Ojai
A5,32.715329,-117.157255,San Diego
A74,34.106676,-117.806726,San Dimas
A38,34.500831,-117.185876,Apple Valley
A89,38.440467,-122.714431,Santa Rosa
A24,37.005782,-121.568275,Gilroy
A72,39.150171,-123.207783,Ukiah
A7,40.58654,-122.391675,Redding
A61,36.977173,-121.899402,Aptos
A49,37.77493,-122.419416,San Francisco
A48,32.811161,-115.380264,Holtville
A93,36.977173,-121.899402,Aptos
A36,37.957702,-121.29078,Stockton
A40,37.957702,-121.29078,Stockton
A79,32.61768,-116.187424,Jacumba
A3,34.500831,-117.185876,Apple Valley
A35,39.409608,-123.355566,Willits
A95,39.409608,-123.355566,Willits
A68,33.846404,-118.046731,La Palma
A23,36.746842,-119.772587,Fresno
A88,34.500831,-117.185876,Apple Valley
A75,33.19587,-117.379483,Oceanside
A31,39.409608,-123.355566,Willits
A97,39.017396,-122.057748,Arbuckle
A1,34.579434,-118.116461,Palmdale
A72,38.440467,-122.714431,Santa Rosa
A95,33.846404,-118.046731,La Palma
A61,40.563763,-122.238892,Palo Cedro
A11,38.440467,-122.714431,Santa Rosa
A1,38.693723,-119.779683,Markleeville
A55,38.297538,-122.286865,Napa
A9,38.130197,-121.272447,Lodi
A42,35.373292,-119.018712,Bakersfield
A76,37.77493,-122.419416,San Francisco
A34,38.440467,-122.714431,Santa Rosa
A66,34.106676,-117.806726,San Dimas
A26,37.77493,-122.419416,San Francisco
A8,37.968812,-121.668008,Knightsen
A98,34.106676,-117.806726,San Dimas
A22,40.58654,-122.391675,Redding
A4,37.77493,-122.419416,San Francisco
A52,38.36408,-122.524149,Glen Ellen
A60,32.61768,-116.187424,Jacumba
A81,39.409608,-123.355566,Willits
A2,33.683947,-117.794694,Irvine
A76,36.471865,-6.196595,San Fernando
A1,38.297538,-122.286865,Napa
A87,38.440467,-122.714431,Santa Rosa
A87,40.761243,-123.994778,Kneeland
A11,38.440467,-122.714431,Santa Rosa
A57,40.563763,-122.238892,Palo Cedro
A17,37.957702,-121.29078,Stockton
A12,37.962146,-122.345526,San Pablo
A59,39.409608,-123.355566,Willits
A62,37.962146,-122.345526,San Pablo
A42,36.746842,-119.772587,Fresno
A37,34.500831,-117.185876,Apple Valley
A73,38.40765,-122.947713,Occidental
A53,38.440467,-122.714431,Santa Rosa
A75,32.61768,-116.187424,Jacumba
A91,39.409608,-123.355566,Willits
A100,39.145725,-121.591355,Marysville
A96,38.440467,-122.714431,Santa Rosa
A42,35.373292,-119.018712,Bakersfield
A15,33.663357,-116.310009,La Quinta
A43,37.639097,-120.996878,Modesto
A93,36.977173,-121.899402,Aptos
A52,38.36408,-122.524149,Glen Ellen
A83,32.61768,-116.187424,Jacumba
A98,32.811161,-115.380264,Holtville
A62,37.639097,-120.996878,Modesto
A91,38.161861,-121.611621,Isleton
A4,39.145725,-121.591355,Marysville
A44,38.752124,-121.288006,Roseville
A31,34.136119,-117.865339,Glendora
A99,38.019366,-122.134132,Martinez
A10,34.020011,-117.949508,La Puente
A22,40.58654,-122.391675,Redding
A21,38.716687,-121.364422,Antelope
A31,39.230151,-121.136075,Rough and Ready
A96,38.440467,-122.714431,Santa Rosa
A5,41.526509,-124.038407,Klamath
A20,34.106676,-117.806726,San Dimas
A2,38.805462,-123.017223,Cloverdale
A11,39.409608,-123.355566,Willits
A16,37.005782,-121.568275,Gilroy
A18,38.440467,-122.714431,Santa Rosa
A29,33.19587,-117.379483,Oceanside
A76,38.019366,-122.134132,Martinez
A59,41.526509,-124.038407,Klamath
A85,38.440467,-122.714431,Santa Rosa
A63,38.130197,-121.272447,Lodi
A2,37.957702,-121.29078,Stockton
A36,33.846404,-118.046731,La Palma
A68,33.846404,-118.046731,La Palma
A67,37.957702,-121.29078,Stockton
A88,35.373292,-119.018712,Bakersfield
A31,38.716687,-121.364422,Antelope
A5,32.715329,-117.157255,San Diego
A100,37.484938,-119.966284,Mariposa
A74,34.106676,-117.806726,San Dimas
A54,34.136119,-117.865339,Glendora
A9,34.579434,-118.116461,Palmdale
A62,39.017396,-122.057748,Arbuckle
A94,38.805462,-123.017223,Cloverdale
A36,41.526509,-124.038407,Klamath
A47,36.977173,-121.899402,Aptos
A87,34.500831,-117.185876,Apple Valley
A54,39.145725,-121.591355,Marysville
A51,38.440467,-122.714431,Santa Rosa
A16,39.017396,-122.057748,Arbuckle
A46,35.373292,-119.018712,Bakersfield
A78,34.579434,-118.116461,Palmdale
A70,39.017396,-122.057748,Arbuckle
A15,39.409608,-123.355566,Willits
A83,37.957702,-121.29078,Stockton
A28,34.579434,-118.116461,Palmdale
A22,39.150171,-123.207783,Ukiah
A91,37.941325,-122.484704,San Quentin
A9,39.409608,-123.355566,Willits
A92,38.40765,-122.947713,Occidental
A19,35.373292,-119.018712,Bakersfield
A28,33.846404,-118.046731,La Palma
A33,34.106676,-117.806726,San Dimas
A11,38.799703,-121.720574,Knights Landing
A80,34.44805,-119.242889,Ojai
A51,38.130197,-121.272447,Lodi
A5,37.639097,-120.996878,Modesto
A15,34.500831,-117.185876,Apple Valley
A14,39.150171,-123.207783,Ukiah
A60,34.354166,-119.059271,Santa Paula
A67,33.683947,-117.794694,Irvine
A25,38.752124,-121.288006,Roseville
A4,39.230151,-121.136075,Rough and Ready
A46,32.715329,-117.157255,San Diego
A78,34.019454,-118.491191,Santa Monica
A88,38.440467,-122.714431,Santa Rosa
A65,32.715329,-117.157255,San Diego
A72,38.161861,-121.611621,Isleton
A7,39.409608,-123.355566,Willits
A96,38.440467,-122.714431,Santa Rosa
A72,38.161861,-121.611621,Isleton
A43,38.716687,-121.364422,Antelope
A95,34.44805,-119.242889,Ojai
A77,34.953034,-120.435719,Santa Maria
A41,38.440467,-122.714431,Santa Rosa
A47,36.852455,-121.401602,Hollister
A35,37.962146,-122.345526,San Pablo
A39,39.409608,-123.355566,Willits
A8,37.77493,-122.419416,San Francisco
A2,36.471865,-6.196595,San Fernando
A71,32.811161,-115.380264,Holtville
A82,38.693723,-119.779683,Markleeville
A75,38.36408,-122.524149,Glen Ellen
A47,34.106676,-117.806726,San Dimas
A3,36.471865,-6.196595,San Fernando
A77,39.145725,-121.591355,Marysville
A63,37.957702,-121.29078,Stockton
A59,38.297538,-122.286865,Napa
A11,39.409608,-123.355566,Willits
A47,37.005782,-121.568275,Gilroy
A39,37.962146,-122.345526,San Pablo
A43,36.852455,-121.401602,Hollister
A22,38.440467,-122.714431,Santa Rosa
A90,33.683947,-117.794694,Irvine
A29,37.941325,-122.484704,San Quentin
A47,39.017396,-122.057748,Arbuckle
A79,34.106676,-117.806726,San Dimas
A23,37.962146,-122.345526,San Pablo
A18,37.957702,-121.29078,Stockton
A81,39.409608,-123.355566,Willits
A92,38.440467,-122.714431,Santa Rosa
A96,38.40765,-122.947713,Occidental
A52,38.805462,-123.017223,Cloverdale
A93,35.098865,-120.612393,Oceano
A1,34.579434,-118.116461,Palmdale
A70,38.440467,-122.714431,Santa Rosa
A41,34.500831,-117.185876,Apple Valley
A38,36.977173,-121.899402,Aptos
A86,34.579434,-118.116461,Palmdale
A42,36.977173,-121.899402,Aptos
A17,38.440467,-122.714431,Santa Rosa
A61,40.563763,-122.238892,Palo Cedro
A11,38.440467,-122.714431,Santa Rosa
A16,37.962146,-122.345526,San Pablo
A90,33.683947,-117.794694,Irvine
A88,36.471865,-6.196595,San Fernando
A55,33.846404,-118.046731,La Palma
A72,38.161861,-121.611621,Isleton
A28,41.526509,-124.038407,Klamath
A61,40.563763,-122.238892,Palo Cedro
A51,38.440467,-122.714431,Santa Rosa
A44,32.61768,-116.187424,Jacumba
A47,38.716687,-121.364422,Antelope
A71,36.471865,-6.196595,San Fernando
A97,36.852455,-121.401602,Hollister
A26,38.440467,-122.714431,Santa Rosa
A70,34.106676,-117.806726,San Dimas
A74,36.852455,-121.401602,Hollister
A76,34.44805,-119.242889,Ojai
A18,40.761243,-123.994778,Kneeland
A99,38.440467,-122.714431,Santa Rosa
A5,32.715329,-117.157255,San Diego
A51,38.297538,-122.286865,Napa
A18,38.440467,-122.714431,Santa Rosa
A97,38.440467,-122.714431,Santa Rosa
A16,39.017396,-122.057748,Arbuckle
A64,37.441883,-122.143019,Palo Alto
A33,37.941325,-122.484704,San Quentin
A48,38.440467,-122.714431,Santa Rosa
A35,34.136119,-117.865339,Glendora
A24,38.440467,-122.714431,Santa Rosa
A85,39.409608,-123.355566,Willits
A96,36.977173,-121.899402,Aptos
A28,38.297538,-122.286865,Napa
A6,40.761243,-123.994778,Kneeland
A93,37.962146,-122.345526,San Pablo
A23,32.715329,-117.157255,San Diego
A88,38.440467,-122.714431,Santa Rosa
A42,34.500831,-117.185876,Apple Valley
A87,37.441883,-122.143019,Palo Alto
A49,33.846404,-118.046731,La Palma
A38,39.409608,-123.355566,Willits
A20,38.440467,-122.714431,Santa Rosa
A82,33.683947,-117.794694,Irvine
A21,39.017396,-122.057748,Arbuckle
A95,37.77493,-122.419416,San Francisco
A12,39.017396,-122.057748,Arbuckle
A56,34.106676,-117.806726,San Dimas
A37,34.020011,-117.949508,La Puente
A78,35.098865,-120.612393,Oceano
A99,33.846404,-118.046731,La Palma
A87,38.161861,-121.611621,Isleton
A74,32.715329,-117.157255,San Diego
A81,39.145725,-121.591355,Marysville
A28,38.440467,-122.714431,Santa Rosa
A83,37.441883,-122.143019,Palo Alto
A20,36.977173,-121.899402,Aptos
A8,38.440467,-122.714431,Santa Rosa
A25,39.017396,-122.057748,Arbuckle
A50,34.136119,-117.865339,Glendora
A36,32.811161,-115.380264,Holtville
A21,37.941325,-122.484704,San Quentin
A31,38.440467,-122.714431,Santa Rosa
A94,36.471865,-6.196595,San Fernando
A94,37.957702,-121.29078,Stockton
A53,34.44805,-119.242889,Ojai
A48,37.957702,-121.29078,Stockton
A76,37.77493,-122.419416,San Francisco
A44,33.683947,-117.794694,Irvine
A61,38.440467,-122.714431,Santa Rosa
A36,41.526509,-124.038407,Klamath
A96,38.40765,-122.947713,Occidental
A5,34.579434,-118.116461,Palmdale
A78,38.716687,-121.364422,Antelope
A43,38.440467,-122.714431,Santa Rosa
A57,36.471865,-6.196595,San Fernando
A96,37.484938,-119.966284,Mariposa
A83,37.941325,-122.484704,San Quentin
A83,37.441883,-122.143019,Palo Alto
A52,34.435829,-119.827639,Goleta
A45,33.846404,-118.046731,La Palma
A26,38.019366,-122.134132,Martinez
A25,37.941325,-122.484704,San Quentin
A12,38.440467,-122.714431,Santa Rosa
A37,34.020011,-117.949508,La Puente
A24,39.017396,-122.057748,Arbuckle
A88,38.440467,-122.714431,Santa Rosa
A91,39.409608,-123.355566,Willits
A16,38.716687,-121.364422,Antelope
A71,32.811161,-115.380264,Holtville
A53,38.019366,-122.134132,Martinez
A77,37.77493,-122.419416,San Francisco
A98,37.941325,-122.484704,San Quentin
A18,38.440467,-122.714431,Santa Rosa
A9,34.019454,-118.491191,Santa Monica
A94,32.61768,-116.187424,Jacumba
A38,33.663357,-116.310009,La Quinta
A4,39.145725,-121.591355,Marysville
A71,33.683947,-117.794694,Irvine
A34,40.563763,-122.238892,Palo Cedro
A46,37.962146,-122.345526,San Pablo
A87,34.354166,-119.059271,Santa Paula
A66,34.106676,-117.806726,San Dimas
A35,38.440467,-122.714431,Santa Rosa
A90,36.471865,-6.196595,San Fernando
A10,34.106676,-117.806726,San Dimas
A39,38.716687,-121.364422,Antelope
A35,39.017396,-122.057748,Arbuckle
A62,37.77493,-122.419416,San Francisco
A69,36.746842,-119.772587,Fresno
A57,38.440467,-122.714431,Santa Rosa
A64,34.354166,-119.059271,Santa Paula
A98,32.811161,-115.380264,Holtville
A66,37.968812,-121.668008,Knightsen
A9,38.297538,-122.286865,Napa
A43,34.106676,-117.806726,San Dimas
A5,37.639097,-120.996878,Modesto
A92,38.40765,-122.947713,Occidental
A98,33.683947,-117.794694,Irvine
A98,32.61768,-116.187424,Jacumba
A12,39.409608,-123.355566,Willits
A65,34.500831,-117.185876,Apple Valley
A98,39.017396,-122.057748,Arbuckle
A12,38.440467,-122.714431,Santa Rosa
A71,32.811161,-115.380264,Holtville
A34,38.440467,-122.714431,Santa Rosa
A76,40.58654,-122.391675,Redding
A49,34.44805,-119.242889,Ojai
A53,39.150171,-123.207783,Ukiah
A93,38.716687,-121.364422,Antelope
A86,33.683947,-117.794694,Irvine
A31,38.440467,-122.714431,Santa Rosa
A44,37.957702,-121.29078,Stockton
A10,37.957702,-121.29078,Stockton
A93,39.017396,-122.057748,Arbuckle
A29,34.435829,-119.827639,Goleta
A81,39.409608,-123.355566,Willits
A80,37.77493,-122.419416,San Francisco
A15,38.799703,-121.720574,Knights Landing
A76,33.846404,-118.046731,La Palma
A77,37.962146,-122.345526,San Pablo
A38,38.440467,-122.714431,Santa Rosa
A27,39.230151,-121.136075,Rough and Ready
A12,34.953034,-120.435719,Santa Maria
A93,39.017396,-122.057748,Arbuckle
A87,37.957702,-121.29078,Stockton
A24,38.130197,-121.272447,Lodi
A86,38.130197,-121.272447,Lodi
A2,36.471865,-6.196595,San Fernando
A71,39.017396,-122.057748,Arbuckle
A9,38.130197,-121.272447,Lodi
A62,39.409608,-123.355566,Willits
A80,34.500831,-117.185876,Apple Valley
A7,38.799703,-121.720574,Knights Landing
A11,38.440467,-122.714431,Santa Rosa
A43,36.977173,-121.899402,Aptos
A76,36.471865,-6.196595,San Fernando
